PassengerId,Survived
1047,0.08385966108564617
1048,0.9185112109079335
1049,0.27071586241719614
1050,0.38763117813688835
1051,0.6357003317616692
1052,0.3504068517924178
1053,0.5599025723327473
1054,0.4053750920126975
1055,0.11277737930858665
1056,0.4579928996573343
1057,0.6194814738959726
1058,0.7553867971152004
1059,0.11142336389117839
1060,0.6427181287013864
1061,0.24988778025917874
1062,0.10944517245374039
1063,0.6156508966242432
1064,0.3675737815598175
1065,0.11803159477069883
1066,0.18030856508376297
1067,0.4626319456472075
1068,0.7323268968823944
1069,0.7730654117998463
1070,0.4880986075351078
1071,0.4775461292919256
1072,0.5088519005997899
1073,0.24881340720201012
1074,0.8321568893939841
1075,0.5105331823682114
1076,0.9252252582839808
1077,0.17676839379218415
1078,0.7088133955049012
1079,0.10325628573633
1080,0.06660679314495235
1081,0.1201895315377077
1082,0.5568206886470884
1083,0.22758460703167743
1084,0.46005051779792777
1085,0.5085130909211754
1086,0.8097437704317975
1087,0.43089069272474734
1088,0.44220275251799657
1089,0.27058406968991344
1090,0.44849575295649163
1091,0.4992990725091475
1092,0.34216068377175385
1093,0.3001342412389915
1094,0.22861917849230595
1095,0.4736007000617355
1096,0.09447471827779591
1097,0.6468662635584227
1098,0.2564346044530128
1099,0.1010296850238387
1100,0.8817059327344325
1101,0.12505704230840414
1102,0.12414138731889221
1103,0.3079362594048831
1104,0.15966188341249393
1105,0.33309789410340945
1106,0.18837365078331994
1107,0.7207667725712217
1108,0.7200783662385859
1109,0.2468256964167915
1110,0.9239792275151215
1111,0.09912907243251845
1112,0.48376509233258397
1113,0.09232957523189339
1114,0.3457665822466021
1115,0.11247057969834781
1116,0.3717989334614017
1117,0.31953681414171997
1118,0.102421587972439
1119,0.35136568723903394
1120,0.09424479316109469
1121,0.5020884755776562
1122,0.7304412051421088
1123,0.6356630110166224
1124,0.09913748655960593
1125,0.47246410461967747
1126,0.24523180234939942
1127,0.34665681763304046
1128,0.26613045467504814
1129,0.5766133277116896
1130,0.4082864836889902
1131,0.5700164596193098
1132,0.8575694373854565
1133,0.8821851384059285
1134,0.3267523717335605
1135,0.09174789376506313
1136,0.09835678801302147
1137,0.560991090489802
1138,0.8333818170453886
1139,0.6303746239573773
1140,0.6255607292209747
1141,0.3947597278357275
1142,0.5336827958263275
1143,0.3615474797505667
1144,0.45144883064887154
1145,0.09150117500399306
1146,0.33454753471155174
1147,0.3929730517135709
1148,0.4635431730070173
1149,0.41441203042037716
1150,0.7977919951059937
1151,0.35197361060313404
1152,0.10623343285209412
1153,0.44916127542288065
1154,0.6552998250167696
1155,0.5771970496910008
1156,0.5803117394397193
1157,0.09174853014816217
1158,0.15250358187012042
1159,0.08189406598887601
1160,0.5252706401187575
1161,0.39973809482647243
1162,0.30845363939265263
1163,0.11351221934142813
1164,0.9199845041406006
1165,0.4033516749673379
1166,0.5274658458650962
1167,0.8784923534255776
1168,0.4808242684665801
1169,0.1312922893012955
1170,0.5335142182503729
1171,0.3952067440403536
1172,0.2479230366186269
1173,0.40795025017050357
1174,0.35136568723903394
1175,0.3206700920920325
1176,0.5131290947480236
1177,0.07166274050444808
1178,0.08142366726415864
1179,0.2816135428628825
1180,0.11803159477069883
1181,0.26188721356563316
1182,0.5775111000038378
1183,0.5219035963543575
1184,0.2672873809139053
1185,0.7069755498373262
1186,0.10666951615410894
1187,0.09571812767442953
1188,0.5514506428584853
1189,0.6152476683182562
1190,0.3192225216426009
1191,0.47460145656837227
1192,0.34806346359072105
1193,0.1303176724290238
1194,0.10588427590867763
1195,0.5435456099396629
1196,0.35136568723903394
1197,0.8204214057392125
1198,0.6837132272681058
1199,0.5253582197252211
1200,0.2570603461790068
1201,0.5906859873275935
1202,0.39867942452467453
1203,0.6329816592011532
1204,0.3692135096048774
1205,0.24307148277764018
1206,0.4380425843184236
1207,0.7449273472237865
1208,0.7250218956271706
1209,0.1280650673473161
1210,0.4633455783294951
1211,0.7797483155554663
1212,0.11804468419525303
1213,0.14730285474287746
1214,0.456909829552832
1215,0.6399377376543323
1216,0.6797581576848433
1217,0.43475427609016554
1218,0.4696287423337785
1219,0.7840471652326159
1220,0.5329190528302252
1221,0.6205307127306402
1222,0.8859238350650667
1223,0.30239373876305076
1224,0.17245118295302708
1225,0.4329221327360531
1226,0.3431422027726418
1227,0.24179538472576587
1228,0.25492295450545166
1229,0.47070619599749147
1230,0.12813929127850193
1231,0.1496675320242693
1232,0.6319068761075555
1233,0.42687028258072623
1234,0.09566681708169911
1235,0.6045482927931346
1236,0.10506453455792172
1237,0.6887176740174794
1238,0.456909829552832
1239,0.579866836189973
1240,0.4205744246651612
1241,0.45408629940229706
1242,0.5077567229481434
1243,0.20305980638048063
1244,0.14705132572831056
1245,0.19250551312316624
1246,0.4442184512299773
1247,0.17917800160375041
1248,0.9122534841891758
1249,0.35860283290600437
1250,0.4614584126770102
1251,0.5485448125295413
1252,0.053793472013424576
1253,0.47913576138371894
1254,0.8511658317675674
1255,0.13979728241011283
1256,0.6811844743973724
1257,0.12673269755167305
1258,0.6092189563161536
1259,0.5595652206576707
1260,0.9144887564703192
1261,0.7318599943599478
1262,0.4430041018081234
1263,0.6832083978489336
1264,0.13130561477307567
1265,0.11768112116692137
1266,0.9097386373007499
1267,0.9229761995239694
1268,0.4020033577789024
1269,0.20769511992324777
1270,0.1843833281590429
1271,0.12119806694494054
1272,0.4614584126770102
1273,0.47910841263391124
1274,0.28275981121437616
1275,0.5500065455116937
1276,0.20450400180224876
1277,0.48975817250414977
1278,0.45587618894604565
1279,0.456045321201988
1280,0.11153546795546064
1281,0.11125494291347497
1282,0.39763186052115607
1283,0.4835595381415213
1284,0.1612879656584269
1285,0.6346973447776564
1286,0.25329192388048555
1287,0.5882261787754111
1288,0.3971705505184394
1289,0.6416797111805064
1290,0.17580062843110916
1291,0.3779484820779598
1292,0.6799928182994117
1293,0.11733991967340554
1294,0.9222095361157678
1295,0.2581369924457048
1296,0.6508305225589845
1297,0.2783161537930031
1298,0.10924632397514672
1299,0.7785381279164449
1300,0.32581646478842335
1301,0.7078139415167086
1302,0.35136568723903394
1303,0.6482032132143678
1304,0.5875648388739837
1305,0.09065506770913476
1306,0.5471840089298974
1307,0.2757788748387434
1308,0.31648499596596225
1309,0.5919058756739121
